name,wins,losses,weight,rating,Gfactor
Jesse Bongfeldt,16,5,185 lbs.,65.92377486785968,104.56337977483155
Marcos Bonilla,4,4,145 lbs.,50.61632470173249,27.3397263783791
Stephan Bonnar,15,9,205 lbs.,59.53912068136256,45.44958944866257
Rogerio Bontorin,16,4,125 lbs.,67.39016910749804,127.73077268631532
Ray Borg,13,5,135 lbs.,62.955185340777014,68.99189601074579
Igor Borisov,1,1,235 lbs.,47.93883634579262,26.202586774881162
Kevin Borjas,9,3,125 lbs.,60.39315075083401,49.91266518450327
Calen Born,7,1,170 lbs.,59.7306242687181,46.380973136146
Caio Borralho,17,1,185 lbs.,72.89519868591181,227.03295436834873
Zachary Borrego,3,1,185 lbs.,52.06183508677518,28.346859193653422
Viacheslav Borshchev,8,4,155 lbs.,57.53870091183134,37.743859177325
Tanner Boser,21,10,205 lbs.,62.165737754334096,62.08671117558075
Steve Bosse,12,2,205 lbs.,66.01269064996926,105.8696985294906
Marcus Bossett,1,3,215 lbs.,45.875259157758975,25.719065735740717
Chris Bostick,6,3,--,55.42165909709045,32.64002301168613
Poliana Botelho,8,5,125 lbs.,56.28667230453116,34.426497814263044
Francois Botha,0,1,260 lbs.,45.85221283431107,25.714944537346337
Gregory Bouchelaghem,5,4,183 lbs.,52.44620657622556,28.680286595394335
Roy Boughton,14,8,205 lbs.,59.93815727469698,47.43442335499074
Rich Bouphanouvong,1,4,170 lbs.,44.87702430152132,25.560552873945895
Mike Bourke,10,16,275 lbs.,46.48740119175424,25.837643006304738
Jess Bouscal,3,2,155 lbs.,50.92898179248429,27.52834362806084
Tai Bowden,1,1,230 lbs.,47.93883634579262,26.202586774881162
Melton Bowen,0,1,225 lbs.,45.85221283431107,25.714944537346337
Kyron Bowen,9,5,185 lbs.,57.79346461527691,38.544096421255695
Brian Bowles,10,3,135 lbs.,61.87902899063045,59.81920450539406
Roger Bowling,12,6,155 lbs.,60.45183946448153,50.24989139885395
Blake Bowman,2,6,170 lbs.,44.80387619772157,25.550413825424247
Ashe Bowman,9,11,155 lbs.,50.64678229003632,27.357469450590752
Anvar Boynazarov,3,1,145 lbs.,52.06183508677518,28.346859193653422
Colley Bradford,0,1,145 lbs.,45.85221283431107,25.714944537346337
Kyle Bradley,19,12,155 lbs.,58.467769654051025,40.899241025989255
Paul Bradley,23,8,170 lbs.,65.87291549461628,103.82226354750685
Sean Brady,17,1,170 lbs.,72.89519868591181,227.03295436834873
Ebenezer Fontes Braga,13,7,199 lbs.,60.24521375530569,49.08072614985866
Ramiz Brahimaj,10,5,170 lbs.,59.2153816771732,43.96019414414485
Adam Bramhald,13,3,135 lbs.,65.78705782984359,102.58128160956456
Joe Brammer,7,3,155 lbs.,57.159457276285394,36.635822717746755
David Branch,22,6,185 lbs.,68.3847724504575,145.11941166575065
Billy Brand,5,2,135 lbs.,54.80536045298997,31.57299132075174
Diego Brandao,22,11,145 lbs.,61.261413495605446,55.34131741309856
Bruna Brasil,10,4,115 lbs.,60.53255586453498,50.7204597015031
Michael Bravo,7,4,155 lbs.,55.91568092135302,33.615508573888036
Martin Bravo,11,3,145 lbs.,63.27372427295307,72.06634846366211
Roman Bravo-Young,0,1,205 lbs.,45.85221283431107,25.714944537346337
Mike Breeden,11,6,155 lbs.,59.232486190589135,44.036288311614925
Tom Breese,12,3,185 lbs.,64.57627001778874,86.47065209547401
Elves Brener,16,5,155 lbs.,65.92377486785968,104.56337977483155
Chris Brennan,21,13,170 lbs.,58.195265813290895,39.90418109188992
Charlie Brenneman,19,8,155 lbs.,63.84610998370441,78.02723123809348
Robert Breslin,3,9,155 lbs.,43.659991149298726,25.413705996948767
Mack Brewer,0,1,205 lbs.,45.85221283431107,25.714944537346337
Marcos Brigagao,11,1,205 lbs.,66.11992539331258,107.46303536558575
Jason Brilz,22,6,205 lbs.,68.3847724504575,145.11941166575065
Marcus Brimage,7,7,135 lbs.,52.34439470836058,28.588900958619224
Aaron Brink,26,26,205 lbs.,45.04044426769158,25.583883015819126
Henry Briones,16,8,135 lbs.,61.71328034441558,58.56400258644066
Marcelo Brito,13,8,170 lbs.,58.93429206470064,42.74967775159598
Joanderson Brito,17,4,145 lbs.,68.23944534855191,142.5123787495651
Kaik Brito,16,5,170 lbs.,65.92377486785968,104.56337977483155
Icaro Brito,7,1,145 lbs.,59.7306242687181,46.380973136146
Antwain Britt,11,6,205 lbs.,59.232486190589135,44.036288311614925
Drew Brokenshire,16,6,--,64.4892890221981,85.414666942345
Mike Bronzoulis,18,9,155 lbs.,61.82535181056968,59.408309303370864
Jonathan Brookins,16,10,145 lbs.,59.05676785423207,43.26795424075188
Will Brooks,18,4,155 lbs.,69.0142844245436,156.6107992965592
Jarred Brooks,13,2,125 lbs.,67.2504109651549,125.38369476860383
Rob Broughton,16,7,265 lbs.,63.08601725136049,70.23402970089036
Lee Brousseau,5,3,205 lbs.,53.612808691599206,29.906179409521528
Matt Brown,26,19,170 lbs.,52.53926777471444,28.765825952789736
Mike Brown,26,9,145 lbs.,65.46795901617111,98.08179958045643
Dominic Brown,16,23,190 lbs.,44.367141907538354,25.493575888256533
Todd Brown,16,4,205 lbs.,67.39016910749804,127.73077268631532
Terrell Brown,3,1,185 lbs.,52.06183508677518,28.346859193653422
Chris Brown,10,1,170 lbs.,64.66249343283928,87.53090165271074
Frederick Brown,3,2,235 lbs.,50.92898179248429,27.52834362806084
Randy Brown,19,5,170 lbs.,68.20212047171151,141.84604411837506
Damien Brown,17,12,155 lbs.,57.226826042243076,36.82566463463692
TJ Brown,17,11,145 lbs.,58.49976722665399,41.020116436246276
Humberto Brown Morrison,4,6,145 lbs.,48.437492236063626,26.361526886727756
Travis Browne,18,7,255 lbs.,64.6064017268156,86.83964379051471
Junie Browning,5,6,155 lbs.,50.18860493756797,27.10411568839985
Jules Bruchez,1,2,205 lbs.,46.89569853498966,25.92738270589456
Justin Bruckmann,7,3,170 lbs.,57.159457276285394,36.635822717746755
Cody Brundage,10,6,185 lbs.,57.92686889052502,38.98201573573219
Steve Bruno,15,6,170 lbs.,63.60127942840182,75.40789721649297
Fernando Bruno,15,4,145 lbs.,66.46221475100927,112.67717254205117
Derek Brunson,23,9,185 lbs.,64.43953633696192,84.81677566083309
Josh Bryant,15,4,185 lbs.,66.46221475100927,112.67717254205117
Dennis Bryant,5,2,205 lbs.,54.80536045298997,31.57299132075174
Robert Bryczek,17,6,185 lbs.,65.30200728206242,95.81286394677997
Lukasz Brzeski,9,5,236 lbs.,57.79346461527691,38.544096421255695
Justin Buchholz,15,10,155 lbs.,58.243563410078465,40.076132519382384
Zak Bucia,17,8,170 lbs.,62.491014299503355,64.81164253062431
Courtney Buck,12,11,135 lbs.,54.15482133374836,30.60482773343286
Joaquin Buckley,20,6,170 lbs.,67.33015086567109,126.71959319191795
Martin Buday,14,2,265 lbs.,68.39592990770467,145.32036808079982
Julia Budd,10,2,145 lbs.,63.25545277473803,71.8853690630566
Dylan Budka,7,4,185 lbs.,55.91568092135302,33.615508573888036
Mike Budnik,13,4,145 lbs.,64.35554691479375,83.81755709056391
Francisco Bueno,5,2,225 lbs.,54.80536045298997,31.57299132075174
Mayra Bueno Silva,10,4,135 lbs.,60.53255586453498,50.7204597015031
Paul Buentello,35,17,245 lbs.,56.281090462383716,34.41376516639843
Modestas Bukauskas,16,6,205 lbs.,64.4892890221981,85.414666942345
Lee Kwan Bum,0,1,286 lbs.,45.85221283431107,25.714944537346337
Josh Bumgarner,6,4,170 lbs.,54.215696822065794,30.68914930304124
Shawn Bunch,7,3,135 lbs.,57.159457276285394,36.635822717746755
Felipe Bunes,13,7,125 lbs.,60.24521375530569,49.08072614985866
Shane Burgos,15,3,145 lbs.,67.9405859313587,137.21693164955974
Joshua Burkman,28,16,170 lbs.,56.57023956515573,35.09571140655906
Justin Burlinson,6,1,170 lbs.,57.91465583510212,38.94137092717693
Mads Burnell,9,3,145 lbs.,60.39315075083401,49.91266518450327
Mikey Burnett,5,2,170 lbs.,54.80536045298997,31.57299132075174
Kevin Burns,12,7,170 lbs.,59.13642164701243,43.61258269200131
Gilbert Burns,22,8,170 lbs.,65.44107862735909,97.71096212702378
Josh Burns,8,10,244 lbs.,50.423522412648715,27.230443600861438
Herbert Burns,11,6,145 lbs.,59.232486190589135,44.036288311614925
Derrick Burnsed,1,0,155 lbs.,49.00517748923205,26.568055454470603
Nah-Shon Burrell,15,7,170 lbs.,62.21733053759749,62.507967057418895
Martin Buschkamp,9,0,145 lbs.,64.51357716587437,85.70816318060538
George Bush,5,2,205 lbs.,54.80536045298997,31.57299132075174
Bubba Bush,8,3,185 lbs.,58.81857937362312,42.27270735498973
Dakota Bush,8,4,155 lbs.,57.53870091183134,37.743859177325
Murilo Bustamante,15,8,183 lbs.,60.8634960493582,52.73386017061742
Nick Bustamante,5,3,170 lbs.,53.612808691599206,29.906179409521528
Eduardo Bustillos,5,3,135 lbs.,53.612808691599206,29.906179409521528
Jason Butcher,10,2,185 lbs.,63.25545277473803,71.8853690630566
Todd Butler,1,4,200 lbs.,44.87702430152132,25.560552873945895
Goldman Butler,1,4,--,44.87702430152132,25.560552873945895
Ian Butler,3,3,155 lbs.,49.820779119598626,26.920441687157734
Raphael Butler,9,2,261 lbs.,61.73652297962625,58.73760273130314
Jesse Butler,12,6,135 lbs.,60.45183946448153,50.24989139885395
JP Buys,9,6,135 lbs.,56.53589240967227,35.01227361297678
Dennis Buzukja,12,5,145 lbs.,61.796517152370996,59.18932907439345
Charles Byrd,10,7,185 lbs.,56.666393839247824,35.33287817958285
Steve Byrnes,6,1,170 lbs.,57.91465583510212,38.94137092717693
Michael Byrnes,5,3,155 lbs.,53.612808691599206,29.906179409521528
Yan Cabral,13,3,155 lbs.,65.78705782984359,102.58128160956456
Alvin Cacdac,18,13,125 lbs.,56.61723837777533,35.210971354846755
Alex Caceres,21,15,145 lbs.,55.690189926224626,33.15610347755473
Vince Cachero,7,4,145 lbs.,55.91568092135302,33.615508573888036
Priscila Cachoeira,12,6,125 lbs.,60.45183946448153,50.24989139885395
Travis Calanoc,5,1,145 lbs.,56.024439078730964,33.84597190122413
Ricky Calatayud,16,2,125 lbs.,70.42153761028375,182.89652339681038
Carlos Calderon,6,3,145 lbs.,55.42165909709045,32.64002301168613
Darrion Caldwell,10,1,135 lbs.,64.66249343283928,87.53090165271074
Nicolle Caliari,8,2,125 lbs.,60.126927176067355,48.43385580271887
Taylor Callens,6,0,155 lbs.,59.20289695717774,43.90483158694692
Cynthia Calvillo,9,6,115 lbs.,56.53589240967227,35.01227361297678
Joe Camacho,13,19,155 lbs.,46.266730055037,25.79280246677183
Frank Camacho,22,10,155 lbs.,62.624099173756086,65.97454895974278
Lucas Camacho,6,1,265 lbs.,57.91465583510212,38.94137092717693
Fabricio Camoes,14,9,155 lbs.,58.633917060935964,41.53638395891526
Chris Camozzi,24,13,185 lbs.,59.35937878824027,44.60975345173793
Brian Camozzi,7,5,170 lbs.,54.69896884755284,31.404150977284544
Ricky Camp,11,4,135 lbs.,61.89690290533907,59.956971233710675
Mike Campbell,13,4,155 lbs.,64.35554691479375,83.81755709056391
Thomas Campbell,3,3,--,49.820779119598626,26.920441687157734
Shane Campbell,14,6,155 lbs.,62.63431673658675,66.06500254863008
Charlie Campbell,9,2,155 lbs.,61.73652297962625,58.73760273130314
John Campetella,0,1,235 lbs.,45.85221283431107,25.714944537346337
Wagner Campos,12,10,145 lbs.,55.359429507531345,32.5250422508993
Derek Campos,19,6,155 lbs.,66.71805836123801,116.69818918110317
Will Campuzano,14,6,125 lbs.,62.63431673658675,66.06500254863008
Aleksa Camur,6,3,205 lbs.,55.42165909709045,32.64002301168613
Chico Camus,17,7,125 lbs.,63.88105095292058,78.4096392331258
Asbel Cancio,0,1,225 lbs.,45.85221283431107,25.714944537346337
Carlos Candelario,8,3,125 lbs.,58.81857937362312,42.27270735498973
Ronaldo Candido,6,0,125 lbs.,59.20289695717774,43.90483158694692
Luiz Cane,17,7,185 lbs.,63.88105095292058,78.4096392331258
Guido Cannetti,10,8,135 lbs.,55.43334642881024,32.66180758064168
Jared Cannonier,17,8,185 lbs.,62.491014299503355,64.81164253062431
Jose Canseco,0,1,240 lbs.,45.85221283431107,25.714944537346337
Cody Canterbury,1,10,155 lbs.,39.32757613259641,25.140185198322587
Bo Cantrell,10,10,235 lbs.,53.04716024102433,29.268413871489553
Steve Cantwell,7,6,185 lbs.,53.5087321424889,29.782179919519827
Paul Capaldo,6,0,135 lbs.,59.20289695717774,43.90483158694692
Phil Caracappa,6,1,135 lbs.,57.91465583510212,38.94137092717693
Frank Caracci,2,3,--,47.860697587003706,26.1794140449497
Gina Carano,7,1,145 lbs.,59.7306242687181,46.380973136146
Dos Caras Jr.,9,5,225 lbs.,57.79346461527691,38.544096421255695
Bryan Caraway,21,9,135 lbs.,63.54853902638729,74.85735764344065
Remo Cardarelli,7,5,135 lbs.,54.69896884755284,31.404150977284544
Phil Cardella,8,5,155 lbs.,56.28667230453116,34.426497814263044
Edgar Cardenas,4,1,145 lbs.,54.06971037113967,30.48898845260032
Chris Cariaso,17,8,125 lbs.,62.491014299503355,64.81164253062431
Ronald Carillo,4,2,125 lbs.,52.89316618261452,29.109417447117895
Rafael Carino,2,1,245 lbs.,50.01358447107079,27.014639912275545
Don Carlo-Clauss,10,7,170 lbs.,56.666393839247824,35.33287817958285
Antonio Carlos Junior,11,5,185 lbs.,60.550040847060814,50.82343725273777
Spike Carlyle,9,3,145 lbs.,60.39315075083401,49.91266518450327
Francis Carmont,25,12,205 lbs.,60.99958366327187,53.60214615689415
Liz Carmouche,13,7,125 lbs.,60.24521375530569,49.08072614985866
Roan Carneiro,21,11,170 lbs.,60.813025912931664,52.4179061431948
Ariane Carnelossi,15,3,115 lbs.,67.9405859313587,137.21693164955974
Luana Carolina,11,4,125 lbs.,61.89690290533907,59.956971233710675
Tim Caron,7,1,185 lbs.,59.7306242687181,46.380973136146
Clayton Carpenter,8,0,125 lbs.,62.83157795265284,67.84443265878004
Gabriel Carrasco,7,0,135 lbs.,61.0592594012362,53.99051403242137
Cody Carrillo,11,16,155 lbs.,47.53518361800071,26.087570768308048
Cain Carrizosa,10,3,155 lbs.,61.87902899063045,59.81920450539406
Roger Carroll,16,14,170 lbs.,54.081877506637476,30.50540332189282
Jonny Carson,11,7,155 lbs.,57.943601213749474,39.03788358460307
Scott Carson,4,2,215 lbs.,52.89316618261452,29.109417447117895
Shonie Carter,51,31,170 lbs.,41.8254818598186,25.261657303847674
Jack Cartwright,10,1,135 lbs.,64.66249343283928,87.53090165271074
Bruno Carvalho,10,5,154 lbs.,59.2153816771732,43.96019414414485
Antonio Carvalho,15,6,145 lbs.,63.60127942840182,75.40789721649297
Rafael Carvalho,14,1,185 lbs.,69.91731423122685,173.44969703991595
Shane Carwin,12,2,265 lbs.,66.01269064996926,105.8696985294906
Johnny Case,22,6,155 lbs.,68.3847724504575,145.11941166575065
Kevin Casey,9,5,185 lbs.,57.79346461527691,38.544096421255695
Cortney Casey,10,10,125 lbs.,53.04716024102433,29.268413871489553
Brandon Cash,10,4,255 lbs.,60.53255586453498,50.7204597015031
Bendy Casimir,20,14,145 lbs.,56.464275336750035,34.840434168005146
Dwayne Cason,1,1,212 lbs.,47.93883634579262,26.202586774881162
Joe Cason,9,1,205 lbs.,63.10977689073931,70.4626768672369
John Castaneda,21,7,135 lbs.,66.40710196151436,111.82464934132663
Eric Castile,3,2,145 lbs.,50.92898179248429,27.52834362806084
Gil Castillo,8,5,170 lbs.,56.28667230453116,34.426497814263044
Danny Castillo,17,10,155 lbs.,59.80102344041448,46.73310284543452
Raul Castillo,7,1,185 lbs.,59.7306242687181,46.380973136146
Jenna Castillo,1,0,125 lbs.,49.00517748923205,26.568055454470603
Tim Catalfo,4,2,235 lbs.,52.89316618261452,29.109417447117895
Nick Catone,10,4,185 lbs.,60.53255586453498,50.7204597015031
Luke Caudillo,17,17,155 lbs.,51.265744223317675,27.748389242986285
Gesias Cavalcante,21,10,155 lbs.,62.165737754334096,62.08671117558075
Rafael Cavalcante,12,7,205 lbs.,59.13642164701243,43.61258269200131
Jacqueline Cavalcanti,8,1,135 lbs.,61.46437758504153,56.75343681732211
Igor Cavalcanti,9,1,170 lbs.,63.10977689073931,70.4626768672369
Magnus Cedenblad,14,5,185 lbs.,64.02754097852855,80.03640396373922
Yosdenis Cedeno,10,6,155 lbs.,57.92686889052502,38.98201573573219
Henry Cejudo,16,4,135 lbs.,67.39016910749804,127.73077268631532
Adam Cella,6,8,170 lbs.,49.64861405394099,26.840033277484505
Vinicius Cenci,7,2,155 lbs.,58.4308999243863,40.76102808081713
Katlyn Cerminara,18,6,125 lbs.,66.04349260223744,106.32537271852651
Rafael Cerqueira,11,1,205 lbs.,66.11992539331258,107.46303536558575
Donald Cerrone,36,17,155 lbs.,56.363747849018125,34.604025961995944
Jared Chaffee,5,2,155 lbs.,54.80536045298997,31.57299132075174
Luan Chagas,15,3,170 lbs.,67.9405859313587,137.21693164955974
Edgar Chairez,11,6,125 lbs.,59.232486190589135,44.036288311614925
Ansar Chalangov,14,5,170 lbs.,64.02754097852855,80.03640396373922
Alex Chambers,5,5,115 lbs.,51.304989448671215,27.775236569911602
Michael Chandler,23,8,155 lbs.,65.87291549461628,103.82226354750685
Chelsea Chandler,6,3,135 lbs.,55.42165909709045,32.64002301168613
Donnie Chappell,0,1,178 lbs.,45.85221283431107,25.714944537346337
Joe Charles,6,13,260 lbs.,44.47692323968329,25.50728662383955
Dan Charles,10,6,228 lbs.,57.92686889052502,38.98201573573219
Morgan Charriere,20,10,145 lbs.,61.658317986660734,58.15659039459727
Ernest Chavez,10,2,145 lbs.,63.25545277473803,71.8853690630566
Emilio Chavez,12,9,145 lbs.,56.5908327259033,35.146058721890626
Danny Chavez,11,5,145 lbs.,60.550040847060814,50.82343725273777
Gabriel Checco,10,2,185 lbs.,63.25545277473803,71.8853690630566
Albert Cheng,7,4,170 lbs.,55.91568092135302,33.615508573888036
Fabio Cherant,7,4,205 lbs.,55.91568092135302,33.615508573888036
Ion Cherdivara,1,1,205 lbs.,47.93883634579262,26.202586774881162
Mark Cherico,11,1,145 lbs.,66.11992539331258,107.46303536558575
Macy Chiasson,11,3,135 lbs.,63.27372427295307,72.06634846366211
Michael Chiesa,19,7,170 lbs.,65.26628909345781,95.33093250306852
Giga Chikadze,15,4,145 lbs.,66.46221475100927,112.67717254205117
Khamzat Chimaev,14,0,185 lbs.,71.47253989973817,202.3024737618187
Sako Chivitchian,8,1,155 lbs.,61.46437758504153,56.75343681732211
Mu Bae Choi,12,6,230 lbs.,60.45183946448153,50.24989139885395
Hong Man Choi,4,5,330 lbs.,49.51492537365116,26.779910554051042
Dooho Choi,15,4,145 lbs.,66.46221475100927,112.67717254205117
SeungWoo Choi,11,7,145 lbs.,57.943601213749474,39.03788358460307
SeungGuk Choi,7,3,125 lbs.,57.159457276285394,36.635822717746755
DongHun Choi,8,0,125 lbs.,62.83157795265284,67.84443265878004
John Cholish,8,3,155 lbs.,58.81857937362312,42.27270735498973
Ryo Chonan,22,13,170 lbs.,58.62435208501234,41.4990607877737
Will Chope,34,13,145 lbs.,61.35688332318241,55.9984713810216
Joachim Christensen,14,6,205 lbs.,62.63431673658675,66.06500254863008
Kevin Christian,9,2,205 lbs.,61.73652297962625,58.73760273130314
Dan Christison,20,7,265 lbs.,65.86506260886752,103.70822912667849
Anthony Christodoulou,12,7,155 lbs.,59.13642164701243,43.61258269200131
Murad Chunkaiev,8,4,185 lbs.,57.53870091183134,37.743859177325
Cameron Church,4,1,155 lbs.,54.06971037113967,30.48898845260032
Steven Ciaccio,4,4,170 lbs.,50.61632470173249,27.3397263783791
Mike Ciesnolevicz,19,4,235 lbs.,69.71919373991112,169.7370438803786
Hannah Cifers,10,7,115 lbs.,56.666393839247824,35.33287817958285
Branko Cikatic,0,2,215 lbs.,44.85447946065457,25.557408220639278
Nikolajus Cilkinas,2,6,--,44.80387619772157,25.550413825424247
Misha Cirkunov,15,9,205 lbs.,59.53912068136256,45.44958944866257
Johnny Cisneros,9,6,170 lbs.,56.53589240967227,35.01227361297678
Laverne Clark,27,21,170 lbs.,50.488663413512015,27.266787607792544
Logan Clark,18,6,185 lbs.,66.04349260223744,106.32537271852651
Mychal Clark,10,14,224 lbs.,48.578513970003186,26.41015463633782
Dominic Clark,10,7,155 lbs.,56.666393839247824,35.33287817958285
Heather Clark,7,6,115 lbs.,53.5087321424889,29.782179919519827
Devin Clark,14,9,205 lbs.,58.633917060935964,41.53638395891526
Jessica-Rose Clark,11,9,135 lbs.,55.44935849173759,32.69175144780999
Shannon Clark,5,1,125 lbs.,56.024439078730964,33.84597190122413
John Clarke,1,1,170 lbs.,47.93883634579262,26.202586774881162
Mitch Clarke,11,5,155 lbs.,60.550040847060814,50.82343725273777
Rich Clementi,45,23,155 lbs.,49.773076502965935,26.897819208638413
Chris Clements,12,6,170 lbs.,60.45183946448153,50.24989139885395
RJ Clifford,4,3,160 lbs.,51.74222331908354,28.09248973765414
Mark Climaco,9,2,125 lbs.,61.73652297962625,58.73760273130314
Josh Clopton,6,2,145 lbs.,56.65444653704023,35.30312007190699
Brian Cobb,20,9,155 lbs.,63.02983232276576,69.69710538241375
Darryl Cobb,6,8,185 lbs.,49.64861405394099,26.840033277484505
Dave Cochran,26,29,155 lbs.,42.16375002039261,25.28472554688701
Dakota Cochrane,29,12,155 lbs.,61.979936615047826,60.603188620271126
Marloes Coenen,23,8,145 lbs.,65.87291549461628,103.82226354750685
Marc Cofer,7,5,185 lbs.,54.69896884755284,31.404150977284544
John Cofer,8,4,155 lbs.,57.53870091183134,37.743859177325
Chris Coggins,7,10,--,49.001203459159235,26.566506483909002
Felipe Colares,10,4,145 lbs.,60.53255586453498,50.7204597015031
Wayne Cole,16,25,205 lbs.,42.45731203018709,25.306385451435894
Devin Cole,20,10,240 lbs.,61.658317986660734,58.15659039459727
