fighter,score,Peak_score
Raul Castillo,-4.5493851206560745,5.4506148793439255
Jenna Castillo,2.5344229150886037,2.5344229150886037
Tim Catalfo,-11.0,-11.0
Nick Catone,-14.786881099654304,6.595266835708175
Luke Caudillo,-30.0,-10.0
Gesias Cavalcante,-26.289556225415794,-10.0
Rafael Cavalcante,-5.6897159650005165,32.398793769461335
Jacqueline Cavalcanti,11.480368034906455,11.480368034906455
Igor Cavalcanti,-10.0,-10.0
Magnus Cedenblad,19.506805287367115,29.506805287367115
Yosdenis Cedeno,-12.569501768939006,7.430498231060994
Henry Cejudo,76.22075904652226,94.22075904652226
Adam Cella,-11.0,-11.0
Vinicius Cenci,-11.0,-11.0
Katlyn Cerminara,2.7484872798558797,22.74848727985588
Rafael Cerqueira,-10.0,-10.0
Donald Cerrone,40.971262956727415,120.6657509018692
Jared Chaffee,0.0,-1000.0
Luan Chagas,-12.979398867272511,-2.9793988672725114
Edgar Chairez,-25.156008285722358,-10.0
Ansar Chalangov,-21.0,-10.0
Alex Chambers,-40.05420983905439,-8.054209839054385
Michael Chandler,-13.872932212828244,10.506808597213727
Chelsea Chandler,-10.748904404679594,3.2691751447809994
Donnie Chappell,-11.0,-11.0
Joe Charles,-16.289686521663278,2.8105455207966674
Dan Charles,0.0,-1000.0
Morgan Charriere,5.836661046683648,5.995697123371068
Ernest Chavez,-17.881438741141423,3.118561258858575
Emilio Chavez,0.0,-1000.0
Danny Chavez,-15.897988356375372,4.102011643624628
Gabriel Checco,0.0,-1000.0
Albert Cheng,-10.0,-10.0
Fabio Cherant,-41.0,-10.0
Ion Cherdivara,0.0,-1000.0
Mark Cherico,-10.0,-10.0
Macy Chiasson,6.740695848049886,11.653384445731831
Michael Chiesa,3.5830352701204298,32.014710353584036
Giga Chikadze,4.924635830074507,21.609025482319034
Khamzat Chimaev,68.11387468296557,68.11387468296557
Sako Chivitchian,-10.0,-10.0
Mu Bae Choi,17.19961989131852,27.19961989131852
Hong Man Choi,-29.428505546265367,-11.0
Dooho Choi,-1.6076209950974407,22.451548074565473
SeungWoo Choi,-33.28732636116344,-0.8938266160264403
SeungGuk Choi,-6.571958099064662,8.752698219203127
DongHun Choi,11.490940927676638,11.490940927676638
John Cholish,-9.08811804541234,11.91188195458766
Ryo Chonan,-50.0876437077496,4.743234316356832
Will Chope,-10.0,-10.0
Joachim Christensen,-28.101798426426782,-7.101798426426781
Kevin Christian,3.3537887297860354,3.3537887297860354
Dan Christison,-4.601120123515546,5.398879876484454
Anthony Christodoulou,-21.0,-10.0
Murad Chunkaiev,-11.0,-11.0
Cameron Church,-10.0,-10.0
Steven Ciaccio,0.0,-1000.0
Mike Ciesnolevicz,-5.740047351354835,4.259952648645165
Hannah Cifers,-46.25341869775389,-3.253418697753887
Branko Cikatic,-11.0,0.0
Nikolajus Cilkinas,-11.0,-11.0
Misha Cirkunov,-32.76588548339383,24.531200201275215
Johnny Cisneros,0.0,-1000.0
Laverne Clark,-5.0491053034796884,15.950894696520312
Logan Clark,1.277226314487197,6.915968045287066
Mychal Clark,2.6851412768697576,2.6851412768697576
Dominic Clark,-10.0,-10.0
Heather Clark,-17.2292395228256,2.770760477174398
Devin Clark,-49.31869416757262,-3.950751436861047
Jessica-Rose Clark,-37.23301422067349,5.659258163165823
Shannon Clark,-10.0,-10.0
John Clarke,-10.0,-10.0
Mitch Clarke,-33.95505332027343,-2.9550533202734286
Rich Clementi,-27.901988373397014,4.098011626602986
Chris Clements,-14.087231141985793,3.092645647756787
RJ Clifford,-11.0,-11.0
Mark Climaco,-4.324656318267789,5.675343681732211
Josh Clopton,-20.0,-10.0
Brian Cobb,-10.0,-10.0
Darryl Cobb,5.722349780851287,5.722349780851287
Dave Cochran,-11.0,-11.0
Dakota Cochrane,0.0,-1000.0
Marloes Coenen,8.1896620990356,15.599259567750124
Marc Cofer,-11.0,-11.0
John Cofer,-21.0,-10.0
Chris Coggins,0.0,-1000.0
Felipe Colares,-27.718993810526243,-6.618183411600821
Wayne Cole,-5.910566275119327,4.089433724880673
Devin Cole,-5.3223107214966845,3.7176670226187936
Coltin Cole,-10.0,-10.0
Ivan Cole,0.0,-1000.0
Chandler Cole,-11.0,-11.0
Mark Coleman,-30.885115840826856,21.441369420481504
Cortez Coleman,3.229641036202317,3.229641036202317
Clay Collard,-22.237799108838487,-4.237799108838486
Jamie Colleen,-7.02838960964969,2.9716103903503104
Jake Collier,-60.717791852083266,-6.70535239495301
Christian Colombo,-22.0,-11.0
Willian Colorado,0.0,-1000.0
Wes Combs,-22.0,-11.0
Rose Conceicao,-10.0,-10.0
Carlos Condit,-5.5942435017354,64.3653524493254
Chris Condo,-10.0,-10.0
Tristan Connelly,-13.657330695816334,6.342669304183666
Marcos Conrado Jr.,-10.0,-10.0
Jeremiah Constant,-10.0,-10.0
Jonathan Contrestano,0.0,-1000.0
Bob Cook,3.8866165997541136,3.8866165997541136
Mike Cook,-18.44394471260541,2.5560552873945896
Chad Cook,-10.0,-10.0
TJ Cook,-17.615402809877587,3.3845971901224132
Dewey Cooper,2.5436895705238567,2.5436895705238567
Brett Cooper,3.6635822717746755,3.6635822717746755
Bill Cooper,-6.797964080817032,3.202035919182969
Bobby Cooper,0.0,-1000.0
Amanda Cooper,-34.977990492412914,-8.247165637193916
Kit Cope,-32.0,-10.0
Chris Cope,-11.284312922463187,8.715687077536813
Josh Copeland,-20.0,-10.0
Michael Cora,-10.0,-10.0
Akira Corassani,-20.06449041673686,9.935509583263142
Muhsin Corbbrey,-30.0,-10.0
Daniel Cormier,108.44313276698153,128.44313276698153
Nora Cornolle,3.244597568477607,11.244597568477607
Clint Coronel,-14.5455433924987,3.4544566075013003
Henry Corrales,0.0,-1000.0
Bethe Correia,-44.27022862877079,8.817212945707595
Wesley Correira,-24.58236518244266,-4.582365182442661
Waldo Cortes-Acosta,12.261402028163118,12.622354730246617
Tracy Cortez,18.586113608806265,28.586113608806265
Reyes Cortez Jr.,-20.0,-10.0
Chad Corvin,0.0,-1000.0
Louis Cosce,-14.917656274726223,5.082343725273777
Orion Cosce,-10.261688144560537,7.04626768672369
Miguel Cosio,-10.0,-10.0
Jadson Costa,-10.0,-10.0
Guilherme Costa,0.0,-1000.0
Paulo Costa,-2.2203624391120034,27.238170866653498
Randy Costa,-34.3399782844169,-3.339978284416902
Alessandro Costa,1.8141295392696053,10.341698767756847
Melquizael Costa,-8.228173535505265,-6.008733481549673
Oscar Cota,-10.0,-10.0
Patrick Cote,-52.72584538644448,15.395812052553245
JC Cottrell,-21.0,-10.0
JR Coughran,-11.0,-11.0
Rashad Coulter,-27.307955831284225,-10.0
Dave Courchaine,-10.0,-10.0
Randy Couture,-17.663613897364996,13.873670944889094
Kim Couture,-7.456310429476144,2.5436895705238567
Ryan Couture,-10.650677366128008,9.349322633871992
Nikk Covert,-10.0,-10.0
Colby Covington,32.7300600985858,49.755590331639105
Hailey Cowan,-6.618183411600821,3.3818165883991784
Jeff Cox,-22.0,-11.0
Nathan Coy,-23.755416814201837,10.37082291266785
Andrew Craig,-22.489503946633775,14.08319066031834
Paul Craig,19.804531759931905,44.72121977253792
Dan Cramer,-7.846364665027382,2.1536353349726185
Alberto Crane,-20.0,-10.0
Tim Credeur,-1.4172444441705423,18.582755555829458
Paul Creighton,-10.0,-10.0
Helena Crevar,0.0,-1000.0
Alexander Crispim,2.8680286595394335,2.8680286595394335
Alex Crispin,2.5705779858156896,2.5705779858156896
Kevin Croom,-30.0,-10.0
Kiefer Crosbie,-22.0,-11.0
Ken Cross,8.753090165271074,8.753090165271074
Jeff Crotty,0.0,-1000.0
Allen Crowder,-16.096211641539693,3.9037883584603073
Daron Cruickshank,-38.120312670998004,7.2505374459477085
Richard Crunkilton,-16.927145076215556,-2.909065526754963
Jimmy Crute,-12.704051285959927,18.295948714040073
Marcio Cruz,-10.598544451025024,7.401455548974976
Dominick Cruz,88.69298585024659,102.65886499588163
Aalon Cruz,-14.126239726869686,5.873760273130314
Timmy Cuamba,-13.772729264501027,4.227270735498973
Jay Cucciniello,-10.0,-10.0
Emilio Cuellar,0.0,-1000.0
Josh Culibao,-20.47600886034685,5.5239911396531465
Chris Culley,-10.0,-10.0
Abel Cullum,-17.7250322248404,4.274967775159598
Zak Cummings,25.50141911701377,27.133956732147187
Everett Cummings,0.0,-1000.0
Patrick Cummins,-38.68576067302477,6.547929211299585
Luke Cummo,-28.495960170620243,-6.829119515664768
Hugo Cunha,-10.0,-10.0
Alton Cunningham,-20.0,-10.0
AJ Cunningham,-20.0,-10.0
Santo Curatolo,-10.0,-10.0
Larry Cureton,-22.0,-11.0
Jeff Curran,-68.82792710550656,2.9716103903503104
Kailin Curran,-59.03875141441265,-10.0
Pat Curran,0.0,-1000.0
Will Currie,-10.0,-10.0
Chris Curtis,20.615029465728007,34.632379624551504
Ion Cutelaba,-49.062833220217556,-0.8602917323084949
Gleidson Cutis,-10.0,-10.0
Sarah D'alelio,-11.0,-11.0
Marcos da Matta,-11.0,-11.0
Henrique da Silva,-40.069267447876015,10.930732552123985
Ariane da Silva,-38.88957702151842,-10.0
Alex Da Silva,-24.081067092560655,-5.081067092560655
Henrique Da Silva Lopes,0.0,-1000.0
Nicolas Dalby,39.39400487887366,47.39400487887366
Paul Daley,-14.895860990585753,18.730801259525965
Dave Dalgliesh,-11.0,-11.0
Richard Dalton,-10.0,-10.0
Aisling Daly,-3.281141705535047,3.055276022690277
Marko Damiani,0.0,-1000.0
Leonardo Damiani,-10.0,-10.0
Rodrigo Damm,-32.9164284042514,-2.9164284042513984
Carina Damm,-11.0,-11.0
Batgerel Danaa,-28.67705835873582,1.3229416412641797
Cindy Dandois,-10.0,-10.0
Peter Danesoe,-7.615402809877587,3.3845971901224132
Jarjis Danho,-5.735997698831387,-5.735997698831387
Raymond Daniels,-11.0,-11.0
Marques Daniels,-10.0,-10.0
Anvarbek Daniyalbekov,0.0,-1000.0
Alexandre Dantas,-20.0,-10.0
Eduardo Dantas,0.0,-1000.0
Mac Danzig,-67.56626051685299,-1.188462374270789
Karen Darabedyan,-15.757821500952522,6.242178499047478
Beneil Dariush,98.439562050194,118.439562050194
Sean Daugherty,-11.0,-11.0
Kyle Daukaus,-19.14187350188893,8.776234253165141
Chris Daukaus,-16.551578901774953,23.448421098225047
Brian Davidson,3.068914930304124,3.068914930304124
Rick Davis,-10.0,-10.0
Marcus Davis,-15.728473831384651,18.319558521456425
LC Davis,12.877775144622106,33.877775144622106
Phil Davis,36.51318740203181,44.51318740203181
Lemont Davis,-18.379741322511883,2.6202586774881165
Mike Davis,2.5714944537346334,2.5714944537346334
Justin Davis,-11.0,-11.0
Alexis Davis,-0.8885792776468717,34.352158595771705
Danny Davis,-11.0,-11.0
Brandon Davis,-48.42584348877754,8.541466694234499
Mike Davis,1.031982705088244,1.031982705088244
Hakeem Dawodu,1.8190295358553321,24.612394689489122
Grant Dawson,98.20255586421248,98.20255586421248
Jason Day,-22.865472305775,-2.8654723057750005
Martin Day,-49.0,-10.0
Angel De Anda,-11.0,-11.0
Yorgan De Castro,-24.01819046512308,5.98180953487692
Geraldo de Freitas,-10.92795402984969,5.0720459701503104
Philip De Fries,-17.835955716913166,7.023402970089037
Chris de la Rocha,-25.66364184568724,-10.0
Montana De La Rosa,-30.590702945487863,9.446776381562957
Mark De La Rosa,-42.32009909339338,-2.3200990933933765
Mike de la Torre,-22.92155493195215,2.3708229126678493
Rodrigo de Lima,-20.0,-10.0
Edilberto de Oliveira,-20.0,-10.0
Johil de Oliveira,-21.0,-10.0
Jorge de Oliveira,-21.0,-10.0
Isabela de Padua,-10.0,-10.0
Gloria de Paula,-20.40614220987371,3.048898845260032
Germaine de Randamie,8.60234673911614,21.013238177934102
Reinier de Ridder,3.547987271196689,3.547987271196689
Crezio de Souza,-10.0,-10.0
Carl Deaton,-21.0,-11.0
Tom DeBlass,-19.0,-9.0
Issac DeJesus,4.6499978090488705,4.6499978090488705
Rafael Del Real,-11.0,-11.0
Shane del Rosario,-3.8032249293758618,16.19677507062414
Wallen Del Rosario,-10.0,-10.0
Humberto DeLeon,-8.0,-8.0
Rolando Delgado,-17.0809066744739,2.919093325526099
Israel Delgado,0.0,-1000.0
Jose Delgado,5.675343681732211,5.675343681732211
Ante Delija,0.0,-1000.0
Jack Della Maddalena,61.844071818469246,61.844071818469246
Roland Delorme,-12.382670671015664,16.617329328984336
Jon Delos Reyes,-28.79796408081703,-11.0
Jason DeLucia,-15.329850248165608,5.670149751834392
Yadier DelValle,11.728040573507938,11.728040573507938
Justin DeMoney,-11.0,-11.0
Vanessa Demopoulos,-16.348623174783597,-5.348623174783599
Chris Dempsey,-26.980491265814,-6.980491265813999
Nick Denis,-8.141109904138077,2.8588900958619226
Thomas Denny,-41.0,-10.0
Robert Densley,-11.0,-11.0
Jason Dent,-25.409421902198844,-10.0
Mackenzie Dern,2.96448917934287,28.462198741364517
Booker DeRousse,-2.7833162112430405,2.538692733351855
Tony DeSouza,-15.993957715259247,5.965948504916319
Robelis Despaigne,-14.726613982938257,5.273386017061742
Cory Devela,-25.441101929830012,3.5588980701699864
John Devine,-4.420749432834658,-4.420749432834658
Edwin DeWees,-41.0,-10.0
Alessio Di Chirico,-47.56583732387441,-5.390239287070789
Micol Di Segni,-10.0,-10.0
Cyrille Diabate,-28.96713550791532,-2.1590360766874195
Thomas Diagne,-28.391242923169195,2.608757076830805
Marc Diakiese,-22.610611298788477,19.55744486660574
Tyler Diamond,-9.0,-9.0
Blood Diamond,-31.0,-11.0
Eldo Xavier Dias,-10.0,-10.0
Rafael Dias,-11.61824429094361,-1.6182442909436094
Hacran Dias,-19.46486709686898,10.535132903131023
Victor Dias,-10.0,-10.0
Nick Diaz,15.204743825634665,45.204743825634665
Nate Diaz,-0.9797247751123201,34.252456150641564
Michael Diaz,-10.0,-10.0
Ryan Diaz,-10.0,-10.0
Adrian Diaz,-11.0,-11.0
Ozzy Diaz,-10.0,-10.0
Mark Dickman,0.0,-1000.0
Josh Diekmann,-10.0,-10.0
Kyle Dietz,-22.0,-11.0
Seth Dikun,-16.5455433924987,-6.5455433924987
TJ Dillashaw,49.42661292365899,60.044180464852644
Ralph Dillon,-11.0,-11.0
Drew Dimanlig,-21.0,-11.0
Ding Meng,-10.0,-10.0
Rodolfo Marques Diniz,2.773077268631532,12.773077268631532
Jhonata Diniz,18.163829315461953,18.163829315461953
Helio Dipp,-11.0,-11.0
Rico DiSciullo,-10.0,-10.0
Matt Dixon,-10.0,-10.0
John Dixson,-11.0,-11.0
Anthony Do,0.0,-1000.0
Russell Doane,-38.50070666990248,8.625533056967205
Drew Dober,-26.867813764837173,2.9256664905651357
Shana Dobson,-32.92598953018041,2.6779910554051045
AJ Dobson,-22.647534267706412,4.283550801989463
David Dodd,-20.0,-10.0
John Dodson,10.881999636829455,42.25815180798584
Joe Doerksen,-62.774655155275696,5.534131741309856
Mike Dolce,0.0,-1000.0
Roman Dolidze,12.998022314402498,23.535670842001746
Cameron Dollar,-11.0,-11.0
CB Dollaway,-46.07384276115427,-1.263837616828381
Dennis Dombrow,-11.0,-11.0
OJ Dominguez,-10.0,-10.0
John Donaldson,0.0,-1000.0
Dong Huaxiang,-4.842700867924826,3.157299132075174
Cody Donovan,-22.79336515363379,7.206634846366211
Houston Dorr,-10.0,-10.0
Rafael Dos Anjos,-8.382109463983003,41.01034017959396
Junior Dos Santos,30.141026263830668,70.14102626383067
Geronimo dos Santos,-10.0,-10.0
Antonio Dos Santos,-20.0,-10.0
Anderson Dos Santos,-26.480199755126286,-10.0
Acacio Dos Santos,-10.0,-10.0
Rayanne dos Santos,-26.0,-10.0
Felipe dos Santos,-15.264853674048524,-5.264853674048524
Tiago dos Santos e Silva,-9.746154172756935,5.821083065894467
Oleksandr Doskalchuk,0.0,-1000.0
David Douglas,-13.415889072231654,-3.4158890722316535
Damion Douglas,2.2871120766895383,2.2871120766895383
Cedric Doumbe,0.0,-1000.0
John Dowdy,-10.0,-10.0
Jordan Dowdy,0.0,-1000.0
Danny Downes,-19.732282745794883,0.2677172542051167
Derek Downey,-11.0,-11.0
John Doyle,-10.0,-10.0
Edson Drago,-22.0,-11.0
Anthony Drilich,-10.0,-10.0
Kyle Driscoll,4.274967775159598,4.274967775159598
Chris Drumm,0.0,-1000.0
Tomasz Drwal,-2.1231863198630485,18.87681368013695
Robert Drysdale,0.0,-1000.0
Dricus Du Plessis,92.17440483102106,92.17440483102106
Hugo Duarte,-10.0,-10.0
Antonio Duarte,-10.0,-10.0
Joe Duarte,3.3870843209527663,11.387084320952766
Yuneisy Duben,3.3845971901224132,3.3845971901224132
Matthieu Duclos,-10.0,-10.0
Emily Ducote,-21.051834896162823,4.153638395891526
Viktoriia Dudakova,3.6737182874167083,11.673718287416708
Milana Dudieva,-17.743901431794065,2.256098568205936
Adin Duenas,0.0,-1000.0
Todd Duffee,-16.439633806059355,3.9904181091889916
Joe Duffy,-7.849611194826654,23.150388805173346
Jack Duffy,-8.0,-8.0
Alexis Dufresne,-20.0,-10.0
Jessamyn Duke,-27.26602736216209,2.73397263783791
Islam Dulatov,7.023402970089037,7.023402970089037
Isaac Dulgarian,1.4933833893207575,4.843385580271887
Kelly Dullanty,-11.0,-11.0
Sedriques Dumas,-0.10559530756545055,6.967563305285594
Norma Dumont,19.990606625453616,19.990606625453616
Chris Duncan,1.8067979540027244,6.345661653559379
Christian Leroy Duncan,-6.071881980137923,5.918932907439345
Evan Dunham,-33.34837858556546,24.458857989300263
Alex Dunworth,0.0,-1000.0
Tom Duquesnoy,0.6463303371864626,3.1998184044306477
Albert Duraev,1.227318376269256,16.353176957810774
Reuben Duran,-23.70583280569366,-3.705832805693662
Cody Durden,-8.242045393074264,7.281811075308045
Luiz Dutra,-10.0,0.0
Rilley Dutro,-10.0,-10.0
Bill Duvall,-11.0,-11.0
Merab Dvalishvili,95.448350333875,95.448350333875
David Dvorak,-17.301037488791852,12.698962511208148
Matt Dwyer,-25.008733481549672,-5.008733481549673
Rolando Dy,-23.030289461758624,-10.0
Ben Earwood,3.128267787300584,3.128267787300584
Cody East,-20.0,-10.0
Marvin Eastman,-35.16181892476269,-0.9829019906571572
Mike Easton,-25.92794090659764,12.07205909340236
Maurice Eazel,-10.0,-10.0
Vincent Eazelle,0.0,-1000.0
Ross Ebanez,-11.0,-11.0
Brian Ebersole,0.8435036475988227,25.27472337145979
Roybert Echeverria,-10.0,-10.0
Mark Eddiva,-12.02629561196214,16.97370438803786
Frankie Edgar,27.095513845920316,78.0036333843917
Abdul-Kerim Edilov,3.898201573573219,3.898201573573219
Johnny Eduardo,-42.48782031651837,-3.4954335684566096
Yves Edwards,-51.5134986683303,31.1159195377281
Justin Edwards,-39.7391527224306,-2.917656274726223
Leon Edwards,94.6416843939321,104.6416843939321
Te Edwards,-15.156614419728113,4.843385580271887
Adli Edwards,0.0,-1000.0
Joselyne Edwards,-22.043936745072433,5.762200891161514
Tom Egan,-10.0,-10.0
Stephanie Egger,-25.248822300961567,-2.9026799794432225
Justin Eilers,-31.008946960319463,3.7176670226187936
Jon Olav Einemo,-30.0,-10.0
Per Eklund,-15.711978269069458,-5.7119782690694585
John Elam,0.0,-1000.0
Evan Elder,-9.75812690081543,-9.75812690081543
John Paul Elias,0.0,-1000.0
Joao Elias,-10.0,-10.0
Saul Elizondo,0.0,-1000.0
Darren Elkins,40.116630364911096,69.66063290739163
Jake Ellenberger,-50.314737247829804,33.29646734890413
Joe Ellenberger,-6.916472286299545,3.0835277137004558
Tim Elliott,-58.42796379558632,-2.3946783305515744
Oban Elliott,18.56915071309033,18.56915071309033
Eddy Ellis,2.5883848735760964,2.5883848735760964
Lisa Ellis,-32.0,-10.0
Anna Elmose,-20.0,-10.0
Cameron Else,-20.0,-10.0
Aaron Ely,0.0,-1000.0
Sovannahry Em,0.0,-1000.0
Ramazan Emeev,8.73860457386714,26.73860457386714
Aleksander Emelianenko,4.314941460537661,15.31494146053766
Fedor Emelianenko,81.89255456221915,100.08184951330954
Rob Emerson,-15.525033490613852,11.937588265009431
Jamall Emmers,-9.814276335184015,2.26679075737664
Josh Emmett,39.224796912668644,44.79429868160765
Marius Enache,0.0,-1000.0
Kevin Engel,0.0,-1000.0
Kolton Englund,-10.0,-10.0
Oliver Enkamp,-20.0,-10.0
Alex Enlund,0.0,-1000.0
Kenny Ento,2.9524036605232955,2.9524036605232955
Ian Entwistle,-13.557959715491528,-3.5579597154915277
Andy Enz,-28.0,-10.0
Won Jin Eoh,-10.0,-10.0
Josh Epps,-11.0,-11.0
Abdellah Er-Ramy,-10.0,-10.0
Steve Erceg,7.436082550385333,27.436082550385333
Tom Erikson,-13.334061715787515,2.635258465921419
Konstantin Erokhin,-20.0,-10.0
Julian Erosa,10.100215876228615,10.100215876228615
Jarno Errens,-25.126239726869684,-10.0
Ivan Erslan,-8.0,-8.0
Nick Ertl,-7.6372135014508675,2.362786498549133
Chel Erwin-Davis,0.0,-1000.0
Bobby Escalante,2.9612485855873505,2.9612485855873505
Eric Esch,-4.730429286560847,-4.730429286560847
Pro Escobedo,2.692044168715773,2.692044168715773
Cole Escovedo,-54.683461892280675,-10.0
Efrain Escudero,-44.72797355206351,8.779168858696197
Evan Esguerra,-11.0,-11.0
Carla Esparza,26.710720338761085,47.710720338761085
Juan Espino,4.15936306275869,12.15936306275869
Jordan Espinosa,-19.31685751587641,17.600798758849812
Jodie Esquibel,-40.0,-10.0
Rafael Estevam,23.832524269634508,23.832524269634508
Achilles Estremadura,-10.0,-10.0
Shaun Etchell,-11.0,-11.0
Terry Etim,-15.492037755388516,12.680326460214225
Fred Ettish,-11.0,-11.0
Scott Ettling,0.0,-1000.0
Sijara Eubanks,-27.3059759339759,11.244368302092823
Billy Evangelista,-0.9628824236998526,19.037117576300147
Rashad Evans,25.00974294884493,83.80274421953744
Doug Evans,-20.0,-10.0
Ashlee Evans-Smith,-52.4502421185293,-4.221002595703705
Dan Evensen,-20.0,-10.0
Tonya Evinger,-51.0,-11.0
Movsar Evloev,80.4425922632,80.4425922632
Andre Ewell,-19.34701675873607,10.652983241263929
Neal Ewing,0.0,-1000.0
Jessica Eye,-69.9588959245132,-4.466712182041715
Edward Faaloloto,-31.0,-10.0
Urijah Faber,36.21194751541977,56.63565794653606
Melinda Fabian,-8.0,-8.0
Wagnney Fabiano,-0.32293453582929565,10.677065464170704
Bartosz Fabinski,-18.710079182169466,14.289920817830536
Ron Faircloth,0.0,-1000.0
Jason Fairn,-10.0,-10.0
Zarah Fairn,-41.0,-11.0
Rinat Fakhretdinov,52.37051424561399,52.37051424561399
Maiquel Falcao,18.188032365919035,18.188032365919035
Pedro Falcao,-1.9963596036260771,8.003640396373923
Brodie Farber,-20.0,-10.0
Joao Paulo Faria,0.0,-1000.0
Kalindra Faria,-30.0,-11.0
Jair Farias,-10.0,-10.0
Chance Farrar,-21.0,-11.0
Rico Farrington,-10.0,-10.0
Kelly Faszholz,-18.0,-10.0
Rodney Faverus,-10.0,-10.0
Paul Felder,1.2302250914271546,17.230225091427155
Carlos Felipe,-10.272152496703672,-0.27215249670367214
JP Felty,-11.0,-11.0
Feng Pengchao,0.0,-1000.0
Feng Xiaocan,6.804200638815108,6.804200638815108
Kevin Ferguson,-8.435007947092567,8.579297523060976
Rhadi Ferguson,2.8739091809367667,2.8739091809367667
Tony Ferguson,-11.208255326950535,71.79174467304946
Josh Ferguson,-21.0,-11.0
CJ Fernandes,0.0,-1000.0
Bibiano Fernandes,34.33497508541437,34.33497508541437
Gabriella Fernandes,-17.797732509755132,-10.0
Kaue Fernandes,-2.081067092560655,-2.081067092560655
Emily Fernandez,0.0,-1000.0
Lucas Fernando,-10.0,-10.0
Alexandre Ferreira,-10.0,-10.0
Cezar Ferreira,-15.547129341692433,15.812606429162424
Diego Ferreira,57.51120432497993,58.993657185195985
Erisson Ferreira,-6.021687698529373,4.978312301470627
Brunno Ferreira,10.211330717908709,21.21133071790871
Scott Ferrozzo,-13.024558429873828,-3.0245584298738275
Timo Feucht,0.0,-1000.0
Andre Fialho,-38.677157324107796,1.3228426758922005
Drew Fickett,-4.131656572134563,5.868343427865437
Scott Fiedler,-10.0,-10.0
Ron Fields,-10.0,-10.0
Michal Figlak,-20.0,-10.0
Deiveson Figueiredo,93.84266075139975,93.84266075139975
Francisco Figueiredo,-12.257806712149138,3.898201573573219
Anthony Figueroa,-24.819427889703356,2.580992917868114
Edwin Figueroa,-16.30822946612222,13.691770533877781
Paulo Filho,44.152640554816976,49.17982762642584
Jafel Filho,8.437464996405563,8.437464996405563
Andre Fili,-17.83211151660022,5.456927783290217
Mirko Filipovic,60.871319721231366,100.44347628015329
Brady Fink,-11.0,-11.0
Jesse Finney,10.251682799650617,10.251682799650617
Jan Finney,-20.0,-10.0
Torrez Finney,12.586924345570148,12.586924345570148
Luigi Fioravanti,-33.68645722890585,-2.5299834092523135
Nick Fiore,-20.0,-10.0
Manon Fiorot,52.0115212249766,52.0115212249766
Luiz Firmino,-10.46661705809056,6.614995195117213
Spencer Fisher,-32.87950991931345,14.263032007927773
Chris Fishgold,-27.302294056872316,-6.302294056872316
Bryanna Fissori,0.0,-1000.0
Jon Fitch,48.837134368728584,62.38538272842099
Isi Fitikefu,0.0,-1000.0
Rafael Fiziev,12.04364684224478,31.04364684224478
Colin Fletcher,-20.0,-10.0
AJ Fletcher,-14.253687526765392,5.981920450539406
Nathan Fletcher,5.49039317029536,5.49039317029536
Jimmy Flick,-9.959247594815757,14.82296583613526
Luke Flores,-22.0,-11.0
Ty Flores,-10.0,-10.0
Alejandro Flores,-11.0,-11.0
Kenny Florian,25.135691076480867,38.18817663118892
Darrius Flowers,-18.828216327219167,13.171783672780833
Cody Floyd,2.692044168715773,2.692044168715773
Bobby Flynn,0.0,-1000.0
Caros Fodor,2.8424527455239783,21.84245274552398
Mal Foki,-10.0,-10.0
Matt Foki,-11.0,-11.0
AJ Fonseca,-10.0,-10.0
Rob Font,39.407580262867555,59.032474479812215
Claudionor Fontinelle,-10.0,-10.0
Jesse Forbes,-39.0,-10.0
Sterling Ford,-7.469687992809301,3.530312007190699
Codale Ford,0.0,-1000.0
Raheam Forest,-10.0,-10.0
Jussier Formiga,24.1805830150695,54.1805830150695
Renee Forte,-20.543662022516845,-0.5436620225168447
Brianna Fortino,-0.21418907027708833,9.785810929722912
Marcel Fortuna,-15.455041055133744,4.544958944866257
Brian Foster,-0.038977918171625436,-0.038977918171625436
Xavier Foupa-Pokam,-20.0,-10.0
Mason Fowler,0.0,-1000.0
Brandon Foxworth,-10.0,-10.0
Hermes Franca,4.5813991662146165,27.98394427024034
Glaico Franca Moreira,-7.6055110203743705,12.39448897962563
Francisco France,3.2896797350473683,3.2896797350473683
John Franchi,-14.294595432754887,6.705404567245113
Rich Franklin,47.55262032154258,67.30776782250105
Xavier Franklin,-10.0,-10.0
Zoila Frausto,-8.465577084911397,2.5344229150886037
Stephanie Frausto,-10.0,-10.0
Zane Frazier,-20.0,-10.0
Gary Frazier,-10.0,-10.0
Justin Frazier,-11.0,-11.0
Ian Freeman,-8.915856821377755,1.0841431786222442
Jason Freeman,3.5332878179582847,3.5332878179582847
Willamy Freire,-18.0,-10.0
Patricio Freire,0.0,-1000.0
Patricky Freire,0.0,-1000.0
Jeremy Freitag,-10.0,-10.0
Rafael Freitas,-10.0,-10.0
Donavon Frelow,-8.0,-8.0
Josh Fremd,-29.874040720598835,-9.874040720598835
Clay French,-11.0,-11.0
Mike French,-20.0,-10.0
Matt Frevola,-12.023663259112695,7.976336740887305
Jinh Yu Frey,-53.279806801489215,-11.0
Artem Frolov,0.0,-1000.0
Sarah Frota,-14.336417728225324,3.6635822717746755
Daniel Frunza,19.93273303518078,19.93273303518078
Don Frye,-20.729433976123662,20.270566023876338
