fighter,score,Peak_score
Tony Fryklund,-46.4933650454868,2.828643899108097
Adam Fugitt,-15.124795857896496,-6.735997698831387
Jesse Fujarczyk,-21.0,-11.0
Katsuhisa Fujii,-15.621146566326024,2.590988227076512
Megumi Fujii,3.7434517903981073,3.7434517903981073
Kazuyuki Fujita,-49.280872326407554,7.1803899932650275
Keisuke Fujiwara,-30.0,-10.0
Riki Fukuda,-17.31708598320178,3.8309357517159253
Masio Fullen,-18.705577072368452,2.294422927631547
Travis Fulton,-18.395275646934927,-8.395275646934927
Sam Fulton,-22.0,-11.0
Masakatsu Funaki,-18.246924454091566,-11.0
Ricardo Funch,-42.0,-10.0
Katsuaki Furuki,-10.0,-10.0
James Gabert,-10.0,-10.0
Gustavo Gabriel,-11.0,-11.0
Claudia Gadelha,-15.619285185076158,3.85708278966532
Alavutdin Gadjiev,-11.0,-11.0
Magomed Gadzhiyasulov,12.316759796451201,12.316759796451201
Justin Gaethje,2.2908932829934194,12.29089328299342
Sheila Gaff,-20.0,-10.0
Muin Gafurov,-24.343116606346573,-8.0
Mitch Gagnon,-21.35587878197789,9.64412121802211
Brandon Gaines,-11.0,-11.0
Travis Galbraith,-30.0,-10.0
Dave Galera,-10.0,-10.0
Zelg Galesic,-18.04020669979347,3.959793300206531
Mickey Gall,-27.117029941540252,15.334513675238153
Daniel Gallemore,0.0,-1000.0
Tom Gallicchio,-10.0,-10.0
Turrell Galloway,0.11000000000000001,0.11000000000000001
Eric Galvan,2.91094174471179,2.91094174471179
Andre Galvao,-8.554279207390508,3.785514168303827
Marcos Galvao,-20.0,-10.0
Lucas Gamaza,-10.0,-10.0
Joey Gambino,-21.0,-11.0
Manvel Gamburyan,-47.7123993982838,-3.5464027481711677
Mateusz Gamrot,36.772092363502885,44.772092363502885
Shamil Gamzatov,-0.985826196635907,9.014173803364093
Ariel Gandulla,-6.980008688091684,4.019991311908316
Ciryl Gane,49.96042285556991,51.43579896355166
Sean Gannon,-10.0,-10.0
Junye Gao,0.0,-1000.0
Eduardo Garagorri,-16.459046548314255,5.540953451685747
Cody Garbrandt,10.984919275496441,56.60651360127588
Leonard Garcia,-73.01710790820634,-6.909826128858044
Edgar Garcia,-35.638741730799865,4.361258269200131
Alejandro Garcia,-11.0,-11.0
Alex Garcia,-14.309383803738335,7.041822264477688
Nick Garcia,0.0,-1000.0
Steve Garcia,30.020583047713124,30.020583047713124
Elias Garcia,-21.0,-11.0
Rafa Garcia,-21.391667445650775,-10.0
Fernie Garcia,-32.793365153633786,7.206634846366211
Rulon Gardner,2.6840033277484503,2.6840033277484503
David Gardner,-11.0,-11.0
Pablo Garza,-28.856898367563403,-1.1612655747204643
Azamat Gashimov,-21.0,-11.0
Brian Gassaway,-21.0,-10.0
Kelvin Gastelum,4.068808973174525,35.42374630720268
Willie Gates,-25.10081039892542,-4.100810398925421
Melissa Gatto,-8.373908506337536,6.2645406362736615
Sean Gauci,4.843385580271887,4.843385580271887
Louis Gaudinot,-17.402263666253354,2.597736333746644
Ateba Gautier,3.8941370927176933,3.8941370927176933
Manuel Gaxhja,0.0,-1000.0
Shamil Gaziev,12.719375968529754,18.815587610069446
Charlene Gellner,-10.0,-10.0
Chad George,-13.865472305775,7.1345276942249995
Paul Georgieff,-11.0,-11.0
Brian Geraghty,-10.0,-10.0
Derek Getzel,-11.0,-11.0
Karine Gevorgyan,-11.0,-11.0
Yanis Ghemmouri,-20.0,-10.0
Darrel Gholar,-11.0,-11.0
Tiki Ghosn,-64.92344633487299,-11.0
Christos Giagos,-47.764943716797916,-4.5388636995566545
Joe Giannetti,-8.0,-8.0
Nick Gibbons,-11.0,-11.0
James Giboo,-10.0,-10.0
Lance Gibson,-0.21418907027708833,9.785810929722912
Lee Gibson,4.656883393653428,4.656883393653428
Cody Gibson,-39.113691286891026,-6.009581890811008
Chase Gibson,-10.0,-10.0
Kenny Giddens,4.294167194306338,4.294167194306338
Thomas Gifford,-20.0,-10.0
Joseph Gigliotti,-21.0,-10.0
Joey Gilbert,-10.0,-10.0
Trevin Giles,-31.56031798572331,11.297704225975956
Kultar Gill,-21.0,-10.0
Jesse Gillespie,-16.39966652028493,2.5557408220639277
Gregor Gillespie,49.202795357326615,49.202795357326615
Jason Gilliam,-22.0,-11.0
Micheal Gillmore,-21.0,-10.0
Krishaun Gilmore,-11.0,-11.0
Alex Gilpin,3.3537887297860354,3.3537887297860354
Bob Gilstrap,-11.0,-11.0
Eperaim Ginting,-11.0,-11.0
Demetrius Gioulacos,0.0,-1000.0
Billy Giovanella,0.0,-1000.0
He-Man Gipson,-10.0,-10.0
Israel Giron,0.0,-1000.0
Brandon Girtz,0.0,-1000.0
Jason Glaza,0.0,-1000.0
Mike Glenn,2.990617940952153,2.990617940952153
Ricky Glenn,-36.792558806176004,3.0880307564578278
Mark Godbeer,-18.735997698831387,-7.735997698831387
Clint Godfrey,-21.0,-10.0
Loopy Godinez,-5.913300404233425,14.086699595766575
Jason Godsey,-22.0,-11.0
Allan Goes,-24.112470725902412,-4.11247072590241
Billy Ray Goff,-1.8926121185594997,8.1073878814405
Amiran Gogoladze,-11.0,-11.0
Jonny Goh,-10.0,-10.0
Hannah Goldy,-33.79020753788577,3.2640023011686132
Marcelo Golm,-25.35000219095113,4.6499978090488705
Denise Gomes,10.57250699250201,10.57250699250201
Sergio Gomez,-21.0,-11.0
Frank Gomez,-11.851652140666259,-1.8516521406662587
Alan Gomez,0.1,0.1
David Gomez,2.5436895705238567,2.5436895705238567
Ulysses Gomez,-20.0,-10.0
Joey Gomez,-20.0,-10.0
Luis Gomez,-11.0,-11.0
Joey Gomez,-8.0,-8.0
Edson Gomez,-10.0,-10.0
Silvana Gomez Juarez,-24.197276876190653,-11.0
Takanori Gomi,-1.7061120052712653,67.85600294913792
William Gomis,30.529264228593128,30.529264228593128
Akihiro Gono,12.93691429180564,24.50550640235671
Gabriel Gonzaga,-4.975340236778181,30.033393244771492
Justin Gonzales,3.5332878179582847,3.5332878179582847
Fernando Gonzalez,-23.343116606346573,4.656883393653428
Nick Gonzalez,-22.0,-11.0
Fabian Gonzalez,0.0,-1000.0
Lewis Gonzalez,-10.0,-10.0
Jason Gonzalez,-19.099155369141265,2.9008446308587335
Pearl Gonzalez,-21.0,-11.0
Jorge Gonzalez,0.0,-1000.0
Mikey Gonzalez,-10.0,-10.0
Erick Gonzalez,-31.0,-10.0
Jennifer Gonzalez,0.0,-1000.0
Kier Gooch,-11.0,-11.0
Lyman Good,-10.72792483718696,4.336358154312759
Jared Gooden,-37.127030396467106,-10.0
Gary Goodridge,-97.38672733369036,8.615955800859185
Jordan Goodwin,-10.0,-10.0
Gerard Gordeau,-5.873464163722942,5.126535836277058
Eddie Gordon,-23.553488067244185,5.446511932755815
Jared Gordon,11.856016313682247,21.585082081681715
Tebaris Gordon,-10.0,-10.0
Malcolm Gordon,-38.0971700025515,-6.097170002551499
Tresean Gore,-8.645182087539077,-8.645182087539077
Alex Gorgees,-10.0,-10.0
Themba Gorimbo,9.43312177522276,9.43312177522276
Tim Gorman,-20.0,-10.0
Chase Gormley,-21.0,-11.0
Jonathan Goulet,-23.411412333826192,12.685456002949053
Thibault Gouti,-43.3529347904526,-11.0
Wilson Gouveia,6.699020985663424,26.699020985663424
Todd Gouwenberg,-10.0,-10.0
Hugo Govea,-11.0,-11.0
Justin Governale,0.0,-1000.0
Damian Grabowski,-30.0,-10.0
Patryk Grabowski,0.0,-1000.0
Royce Gracie,20.762851056582456,37.58973888590014
Crosley Gracie,-3.5685921105510676,6.431407889448932
Daniel Gracie,-4.988819336584009,2.057525258859257
Ralph Gracie,1.182464934132664,11.182464934132664
Renzo Gracie,-41.31121529687837,15.1330438810577
Rickson Gracie,5.621091041593335,5.621091041593335
Rodrigo Gracie,3.941906209778173,13.941906209778173
Royler Gracie,-8.212134793402535,2.7878652065974645
Ryan Gracie,-7.157298796154346,2.543930767498877
Ralek Gracie,7.04631901971546,7.04631901971546
Rolles Gracie,-10.0,-10.0
Cesar Gracie,-10.0,-10.0
Roger Gracie,-0.6298557506942153,12.066010941762052
Igor Gracie,2.839092209654926,2.839092209654926
Neiman Gracie,0.0,-1000.0
Kron Gracie,-16.35282861746898,3.647171382531021
Bogdan Grad,-5.300991781495749,-5.300991781495749
Steven Graham,-7.171356100891903,2.828643899108097
Scott Graham,-4.453556324755887,2.8997679575400532
Miranda Granger,-28.931085069695875,3.068914930304124
TJ Grant,19.467349449146127,19.467349449146127
Davey Grant,-11.505459083040753,-0.4322132188808734
Dwight Grant,-21.992628277928677,10.322791565288163
Alexa Grasso,24.1183801259222,34.1183801259222
Tony Gravely,-3.1807440817027786,14.819255918297221
Michael Graves,22.200519748995536,22.200519748995536
Shelton Graves,3.048898845260032,3.048898845260032
James Gray,-10.0,-10.0
Kevin Gray,-11.0,-11.0
Sam Greco,-8.0,-8.0
King Green,-2.552385623620582,26.303086234137922
Desmond Green,-2.7914900775118774,13.578963510430288
Gabe Green,-20.612714067135187,-0.6127140671351885
Maurice Greene,-23.516419993121257,14.017925760769291
Matt Grice,-29.63533336992537,5.8435694945899535
Forrest Griffin,11.477943658091107,18.135518532580278
Tyson Griffin,-13.595777531028006,21.935010801619946
Max Griffin,-35.715659594003625,-6.859584902271545
Jordan Griffin,-25.833929513531253,9.653857678481655
Chad Griggs,0.14113584977135218,22.141135849771352
Charalampos Grigoriou,-13.894274804021052,7.105725195978949
Chuck Grigsby,-10.0,-10.0
Rodrigo Gripp de Sousa,-10.0,-10.0
Maxim Grishin,-16.445170675183316,-1.5275144004570933
Josh Grispi,-13.184856234679891,27.81514376532011
Garrett Gross,-11.0,-11.0
Kendall Grove,-5.523975906653337,28.281074621566077
Neil Grove,-11.0,-11.0
Chris Gruetzemacher,-16.945628494956445,9.77172309575612
Vik Grujic,-26.931085069695875,-6.931085069695876
Mike Grundy,-21.89427480402105,7.105725195978949
Wang Guan,2.6524882782043786,2.6524882782043786
Nandor Guelmino,-21.0,-11.0
Fabricio Guerreiro,0.0,-1000.0
Rainn Guerrero,-11.0,-11.0
Shannon Gugerty,-19.287599707346878,3.590402531285475
Clay Guida,-75.33032866035731,8.074798594527971
Jason Guida,-10.0,-10.0
Melvin Guillard,-17.67974774615004,23.645050249807646
Chris Guillen,-10.0,-10.0
Marcelo Guimaraes,-11.207216897928276,4.735146325951476
Leonardo Guimaraes,-21.0,-10.0
Brad Gumm,-10.0,-10.0
John Gunderson,-14.975010860114605,-4.975010860114605
John Gunther,2.651555877678687,13.651555877678687
Jorge Gurgel,-63.59889540819789,-5.177062561792031
Fabio Gurgel,-10.0,-10.0
Luis Gurule,3.71047785089168,3.71047785089168
Bogdan Guskov,-0.7389628322510475,-0.7389628322510475
Gugun Gusman,-11.0,-11.0
Andre Gusmao,-20.0,-10.0
Alexander Gustafsson,-0.29671921547542013,41.70328078452458
Andreas Gustafsson,5.873760273130314,5.873760273130314
Justin Guthrie,0.0,-1000.0
Horacio Gutierrez,-20.0,-10.0
Chris Gutierrez,18.430948773555944,27.309093159067917
Mando Gutierrez,-10.0,-10.0
Mike Guymon,-27.059169069662914,-5.0591690696629135
Chelsea Hackett,-10.0,-10.0
Keith Hackney,-16.61939652281308,5.38060347718692
Cody Haddon,8.464295563733018,8.464295563733018
Jake Hadley,-18.271663281878396,6.4611363004433455
Steve Hadsel,2.5206173198667683,2.5206173198667683
Damir Hadzovic,-23.616414710320694,2.685456002949053
Bassil Hafez,-5.021782008048017,-5.021782008048017
Tim Hague,-35.67598595217369,3.3240140478263096
Yazan Hajeh,-10.0,-10.0
Stoney Hale,2.1358717335900086,2.1358717335900086
Kevin Haley,0.0,-1000.0
Mark Hall,-21.504336955811972,2.5719065735740716
Uriah Hall,-4.6138597778951755,16.44526771519503
Ryan Hall,12.443042333040601,18.2837247436683
Dennis Hallman,-20.19276768127406,14.68276208288443
Piotr Hallmann,-23.374387007358536,11.606699371870434
Tony Halme,-11.0,-11.0
Brandon Halsey,0.0,-1000.0
John Halverson,-20.0,-10.0
Seo Hee Ham,-25.073158612851046,-7.073158612851045
Frank Hamaker,2.828643899108097,2.828643899108097
Kazuhiro Hamanaka,-7.2224763430088395,2.7775236569911605
Rami Hamed,12.126253360739103,12.126253360739103
Matt Hamill,-2.202374954328934,20.898435444596487
Jeremy Hamilton,-10.0,-10.0
Anthony Hamilton,-44.47587600198385,-3.475876001983849
CJ Hamilton,-10.0,-10.0
Jared Hamman,-38.99423658360766,2.8346859193653424
James Hammortree,-10.0,-10.0
Dean Hancock,0.0,-1000.0
Chad Hanekom,-10.0,-10.0
Joachim Hansen,-15.309365516319726,15.12256843799801
Kay Hansen,-26.6200210733687,3.3799789266312987
Nasrat Haqparast,20.75351358393516,20.75351358393516
Shin Haraguchi,-5.519376535917492,9.20565568892291
Janay Harding,0.0,-1000.0
Antoni Hardonk,-25.145243982821974,2.5653017661881004
George Hardwick,-10.0,-10.0
Dan Hardy,-10.688813374432694,23.78470491603941
Veronica Hardy,-24.173320683872586,-10.0
Greg Hardy,-15.777528035284698,17.7157599798424
Tobias Harila,0.0,-1000.0
Baru Harn,-11.0,-11.0
Scott Harper,-10.0,-10.0
Josiah Harrell,0.0,-1000.0
Gerry Harris,-10.0,-10.0
Gerald Harris,25.219577899049124,32.02724341169793
Phil Harris,-27.145590357874433,-7.145590357874431
Walt Harris,-41.389583971563944,-10.0
Dhafir Harris,0.0,-1000.0
Trevor Harris,0.11000000000000001,0.11000000000000001
Carlston Harris,5.884705993841948,15.884705993841948
Kayla Harrison,16.661687306038992,16.661687306038992
Collin Hart,-10.0,-10.0
Joey Hart,-8.0,-8.0
Dale Hartt,-19.359343456941637,-8.35934345694164
Luke Hartwig,-10.0,-10.0
Clay Harvison,-17.916472286299545,3.0835277137004558
Hidehiko Hasegawa,-10.0,-10.0
Chris Haseman,-20.0,-10.0
Takayo Hashi,-10.0,-10.0
Tomohiko Hashimoto,-10.0,-10.0
Justin Haskins,-20.0,-10.0
Hayder Hassan,-18.469687992809302,3.530312007190699
Ahmad Hassanzada,-5.848175490494249,-5.848175490494249
Daiki Hata,-17.463565849047328,2.5364341509526707
John Hathaway,19.818407547625227,29.818407547625227
Phil Hawes,-20.900458370420367,15.435959357804956
Justin Hawes,-10.0,-10.0
Chris Hawk,-10.0,-10.0
Del Hawkins,-11.0,-11.0
Tommy Hayden,-22.0,-11.0
Mike Hayes,2.63876071278423,2.63876071278423
Ryan Hayes,0.0,-1000.0
Gerric Hayes,-8.0,-8.0
Josh Haynes,-30.0,-10.0
Dustin Hazelett,-27.701258564839932,3.2987414351600686
James Head,-23.770891241772777,-2.7708912417727767
Pat Healy,2.9075969642364754,42.907596964236475
Ryan Healy,-10.0,-10.0
Spencer Hearns,2.3883490845213537,2.3883490845213537
David Heath,-21.6392005647493,9.360799435250701
Chris Heatherly,-21.0,-11.0
Jake Hecht,-16.603980585585514,4.396019414414485
Nick Hein,-14.450806236618853,14.549193763381147
Ian Heinisch,-23.753663253976775,13.020893772208051
Marcin Held,-16.27195942649206,-10.0
Delson Heleno,-10.0,-10.0
Matt Helm,0.0,-1000.0
Elisha Helsper,-10.0,-10.0
Dan Henderson,6.670230791228601,55.50888895291578
Benson Henderson,52.89301664144194,64.54933733032891
Ron Henderson,0.0,-1000.0
Josh Hendricks,-10.0,-10.0
Johny Hendricks,21.70118972003023,71.31176696489518
Cory Hendricks,-9.0,-9.0
Luis Henrique,-29.859609020655768,0.14039097934423062
Jose Henrique,-10.0,-10.0
Diego Henrique da Silva,-10.0,-10.0
Danny Henry,-9.418517862649164,12.581482137350836
Victor Henry,4.668020463471809,15.668020463471809
TJ Hepburn,0.0,-1000.0
Jai Herbert,-17.694410074571962,-10.0
Ed Herman,-43.78193330809864,8.933981286820591
Dave Herman,-29.19453100459689,11.805468995403112
Jack Hermansson,28.550056817728574,34.635128874883094
Noe Hernandez,-10.0,-10.0
Joe Hernandez,0.0,-1000.0
Ramiro Hernandez,-21.0,-11.0
Alexander Hernandez,-16.838350870508116,20.145829775367417
Anthony Hernandez,33.00875384106367,33.00875384106367
Nohelin Hernandez,-22.0,-11.0
Carlos Hernandez,-10.596184161932202,12.400175441693875
Leslie Hernandez,-8.0,-8.0
Paul Herrera,-10.0,-10.0
Chris Herrera,0.0,-1000.0
Geane Herrera,-24.004302876628934,-4.004302876628932
Alvaro Herrera Mendoza,-29.16531408063466,2.8346859193653424
Felice Herrig,-24.603358328005545,15.396641671994455
Heath Herring,-17.88381203809766,14.600679409286055
Jon Hess,2.5714944537346334,2.5714944537346334
Clint Hester,-8.92418101196277,22.07581898803723
Brandon Hester,0.0,-1000.0
Jimy Hettes,-12.63495347158736,7.365046528412639
Conor Heun,-22.018079549460595,-10.0
Marcus Hicks,-12.294898208600188,16.705101791399812
Jay Hieron,-14.09966915752493,5.90033084247507
Brady Hiestand,7.1505736777097635,7.1505736777097635
Lee Higgins,-11.0,-11.0
Jason High,5.070233591876324,15.070233591876324
Richie Hightower,-10.0,-10.0
Alex Higley,0.0,-1000.0
Corey Hill,-18.190751026234587,2.8092489737654143
Isaiah Hill,-16.35000219095113,-10.0
Angela Hill,-73.94341466543942,2.692044168715773
Tyler Hill,-10.0,-10.0
Jamahal Hill,28.453631043792214,38.453631043792214
Kailan Hill,-10.0,-10.0
Branden Lee Hinkle,-18.298536008772444,2.7014639912275547
Hatsu Hioki,-34.47575970069781,9.164025683612781
Alan Hiro,0.0,-1000.0
Kuniyoshi Hironaka,-44.41115855110297,-10.0
Mizuto Hirota,-63.758209385680516,-11.0
Yuji Hisamatsu,0.0,-1000.0
An Tuan Ho,-10.0,-10.0
Kwan Ho Kwak,-20.0,-10.0
Matt Hobar,-14.081067092560655,-4.081067092560655
Bobby Hoffman,-18.0,-8.0
Chris Hofmann,-10.0,-10.0
Sam Hoger,-20.899762507243814,3.898201573573219
Andrew Holbrook,-18.902359780827577,2.800981889038143
Sean Holden,0.0,-1000.0
Chris Holdsworth,14.716840299628661,14.716840299628661
Kevin Holland,7.034777345347063,36.35642120641058
Roger Hollett,-20.0,-10.0
Max Holloway,105.6965954978235,115.6965954978235
Gabrielle Holloway,0.0,-1000.0
Jeremie Holloway,0.0,-1000.0
Holly Holm,-28.538754730677425,17.101705254688632
Rex Holman,-10.0,-10.0
Joseph Holmes,-22.96483228258448,3.8833432079097694
Kurt Holobaugh,-40.149026156675355,-10.0
Paddy Holohan,-8.940576275278652,5.590578097801155
Ben Holscher,5.412096089519546,5.412096089519546
Mark Holst,-21.0,-10.0
Scott Holtzman,-16.490836065661632,14.43632868604214
Sabah Homasi,-41.0,-11.0
Mark Hominick,-30.551975352246856,7.448024647753144
Barb Honchak,-18.0,-8.0
Chris Honeycutt,0.0,-1000.0
JunYoung Hong,-18.0,-8.0
SeongChan Hong,-10.0,-10.0
Satoshi Honma,-17.465577084911395,2.5344229150886037
David Hood,-11.0,-11.0
Lorenzo Hood,-10.0,-10.0
Dan Hooker,24.64725898437696,24.64725898437696
Chase Hooper,3.163921780230252,6.891862864579503
Darrell Horcher,-27.53091347654979,-6.530913476549793
Moti Horenstein,-20.0,-10.0
Yoshinori Horie,-10.0,-10.0
Kyoji Horiguchi,24.79741033675701,24.79741033675701
Yuma Horiuchi,-10.0,-10.0
Jeremy Horn,-35.695861980468806,3.8764142329472495
Matt Horning,-10.0,-10.0
Chris Horodecki,-10.650814296571713,2.7683220769596755
Jamey-Lyn Horth,-1.0755354817599545,3.6635822717746755
Matt Horwich,-30.0,-10.0
John Hosman,-21.0,-11.0
Saeed Hosseini,-10.0,-10.0
Jeff Hougland,-25.99238674806176,-5.992386748061762
Trey Houston,2.75685172195049,2.75685172195049
Jamie Houston,0.0,-1000.0
Brian Houston,-19.0,-11.0
Harold Howard,-17.428505546265367,2.5714944537346334
John Howard,-22.49966503211834,19.640943541107305
Shane Howell,-21.0,-11.0
Hu Yaozong,-32.0,-11.0
Carlos Huachin,-20.0,-10.0
Brady Huang,-10.0,-10.0
Yuele Huang,0.0,-1000.0
Huang Feier,0.0,-1000.0
Austin Hubbard,-43.63637304267307,-5.638741730799869
Collin Huckbody,4.239850606338127,4.239850606338127
Alex Huddleston,0.0,-1000.0
Roger Huerta,11.28771247490408,29.28771247490408
Casey Huffman,-10.0,-10.0
Matt Hughes,66.19976750088304,97.67053017895424
Mark Hughes,4.656883393653428,4.656883393653428
Jeff Hughes,-22.74920329425811,6.25079670574189
Sam Hughes,-32.00597160864942,-10.0
Victor Hugo,22.89169484228067,32.89169484228067
David Hulett,-10.0,-10.0
Dominik Humburger,0.0,-1000.0
Bryan Humes,3.4730290452826917,3.4730290452826917
Abongo Humphrey,-27.526970954717306,-6.526970954717308
Harry Hunsucker,-40.0,-10.0
Mark Hunt,-68.8185000153454,10.989377413553143
Alex Hunter,4.863261018977813,4.863261018977813
Adam Hunter,0.0,-1000.0
Joe Hurley,-33.0,-11.0
Solomon Hutcherson,-10.0,-10.0
Young Hwang,0.0,-1000.0
Al Iaquinta,-13.557592937603332,19.30787936817167
Khadis Ibragimov,-41.0,-11.0
Minoki Ichihara,-11.0,-11.0
Dan Ige,5.78592482857205,34.020344408233186
Valeri Ignatov,-20.0,-10.0
Sergey Ignatov,-11.0,-11.0
Fabiano Iha,-39.34636834126871,-10.0
Seichi Ikemoto,-41.0,-10.0
Mikhail Iloukhine,-10.0,-10.0
Zelim Imadaev,-30.0,-9.0
Yusuke Imamura,-32.0,-11.0
Masakazu Imanari,-21.210056559637536,-10.0
Nassourdine Imavov,45.417406832487785,45.417406832487785
Brad Imes,-29.0,-8.0
Michael Imperato,-10.0,-10.0
Chris Indich,-20.0,-10.0
Chris Inman,0.0,-1000.0
Guto Inocente,-13.459210278350703,7.540789721649297
Enson Inoue,-30.018508484862082,10.981491515137916
Egan Inoue,-17.42942201418431,2.5705779858156896
Katsuya Inoue,-10.0,-10.0
Takeshi Inoue,-3.2807687500292886,6.719231249970711
Naoki Inoue,-4.469687992809301,3.530312007190699
Jorge Interiano,-8.428505546265367,2.5714944537346334
Jason Ireland,-11.0,-11.0
James Irvin,-49.29502083068586,-4.178916934105533
Eric Irvin,0.0,-1000.0
Issa Isakov,-10.0,-10.0
Mitsuhiro Ishida,10.737160755264,23.202650581547985
Teruto Ishihara,-38.7408557174662,9.016434598829514
Satoshi Ishii,-14.744369686368067,-4.744369686368068
Yuki Ishikawa,-10.0,-10.0
Eiji Ishikawa,-10.0,-10.0
Tokimitsu Ishizawa,-27.842700867924826,-6.842700867924826
Damir Ismagulov,24.105919868699907,44.10591986869991
Wallid Ismail,-27.14386132504635,-10.0
Leandro Issa,2.656305686474404,22.656305686474404
Blagoy Ivanov,-29.12260325892237,0.27994184510335174
Anthony Ivy,-20.0,-10.0
Tomomi Iwama,-10.0,-10.0
Tatsuya Iwasaki,-10.0,-10.0
Taiga Iwasaki,-10.0,-10.0
Saygid Izagakhmaev,0.0,-1000.0
Yoislandy Izquierdo,-21.0,-11.0
Hiroshi Izumi,-4.958511315822297,5.041488684177703
Yves Jabouin,-40.62368567557276,-7.7418718390435455
Kevin Jackson,-14.874942477124732,7.125057522875268
Eugene Jackson,-28.443331004061278,5.263475201851827
Quinton Jackson,20.491686696316908,45.67060363042244
Jeremy Jackson,-32.0,-10.0
Damon Jackson,-8.114558586727732,17.666732599622875
Kenyon Jackson,0.0,-1000.0
Mike Jackson,-21.0,-11.0
Jason Jackson,-10.0,-10.0
Montel Jackson,29.156097290785983,29.156097290785983
Eric Jacob,-11.0,-11.0
Richard Jacobi,-10.0,-10.0
Dustin Jacoby,-11.769355307650741,19.33145509127468
Justin James,-11.0,-11.0
Nate James,-0.7981838533021399,9.20181614669786
Virna Jandiroba,17.755925091657577,17.755925091657577
Ryan Janes,-12.707330194891721,3.3845971901224132
Josh Janousek,0.0,-1000.0
Dave Jansen,-3.0262956119621407,16.97370438803786
Jaime Jara,-10.0,-10.0
Gigo Jara,-11.0,-11.0
Keith Jardine,-34.21923505121177,32.47458583355325
Brock Jardine,-21.0,-10.0
Josh Jarvis,-10.0,-10.0
Rony Jason,-18.637833121720945,15.80558087796729
Jasmine Jasudavicius,21.369844656531278,21.369844656531278
Louis Jauregui,0.0,-1000.0
Yazmin Jauregui,-2.8450655746292473,14.653707064073075
Justin Jaynes,-32.40254510402572,6.597454895974277
Joanna Jedrzejczyk,13.837199285157716,52.7751486979873
Aaron Jeffery,-21.0,-11.0
Trent Jenkins,-22.0,-11.0
Bubba Jenkins,0.0,-1000.0
Adrienna Jenkins,0.0,-1000.0
Brandon Jenkins,-20.0,-10.0
Jack Jenkins,11.94393579850705,17.540306967345558
Steve Jennum,-5.599449527317832,5.400550472682168
Ryan Jensen,-60.10800826888832,-11.0
Kyle Jensen,-11.0,-11.0
Chan-Mi Jeon,-18.0,-10.0
Maciej Jewtuszko,-6.503909767973626,3.4960902320263743
Ronald Jhun,-32.0,-10.0
Baergeng Jieleyisi,3.345575802317076,3.345575802317076
Gilbert Jimenez,0.0,-1000.0
Art Jimmerson,-11.0,-11.0
Ryan Jimmo,-25.533574150842377,4.007613251938238
Jinensibieke Asikeerbai,-10.0,-10.0
 Jiniushiyue,-8.354497277685919,9.645502722314081
Sung Bin Jo,-10.0,-10.0
Carls John De Tomas,-21.0,-10.0
Phil Johns,-11.0,-11.0
Brett Johns,22.649554078247363,22.649554078247363
Miles Johns,29.470127190062687,29.470127190062687
Anthony Johnson,46.92635582818322,57.92635582818322
DaMarques Johnson,-36.617828843528265,1.325101571495992
Devin Johnson,-10.0,-10.0
Travis Johnson,-10.0,-10.0
Ricky Johnson,-10.0,-10.0
Tony Johnson,-8.08905825528821,-8.08905825528821
Lavar Johnson,-20.948557828376444,15.879016449863775
Demetrious Johnson,127.7700360738649,135.7700360738649
Michael Johnson,-73.91625674287314,-3.2320641812225235
Deshaun Johnson,-10.0,-10.0
Kajan Johnson,1.6057835798992208,20.60578357989922
Dashon Johnson,-22.0,-11.0
Timothy Johnson,-0.628463944402684,8.472485599542907
Tony Johnson,0.0,-1000.0
Jordan Johnson,23.76531010440631,23.76531010440631
Taylor Johnson,-11.0,-11.0
Chad Johnson,-10.0,-10.0
Jose Johnson,-17.544445282053367,-1.2469098347289265
Charles Johnson,16.302704753235773,16.302704753235773
Brian Johnston,-36.85701109253073,2.5714944537346334
Liana Jojua,-25.000545160647118,-5.000545160647118
Daniel Jolly,-30.0,-10.0
Paul Jones,0.4864025753375376,10.486402575337538
Jon Jones,178.72873577572133,178.72873577572133
Nathan Jones,-11.0,-11.0
Marcus Jones,-10.0,-10.0
Carlton Jones,-30.0,-10.0
Jesse Jones,-4.6911103497993265,5.3088896502006735
Tito Jones,-10.0,-10.0
Roy Jones,-10.0,-10.0
Justin Jones,-20.0,-10.0
Ben Jones,0.0,-1000.0
Victor Jones,0.0,-1000.0
Chris Jones,0.0,-1000.0
Roshaun Jones,0.0,-1000.0
Jamelle Jones,-10.0,-10.0
Antonio Jones,-10.0,-10.0
Trevin Jones,-24.526191373059415,16.473808626940585
Mason Jones,-9.41303014705094,0.5869698529490606
Craig Jones,0.0,-1000.0
Jacobi Jones,-10.0,-10.0
Jocelyn Jones-Lybarger,-31.0,-10.0
Kevin Jordan,-32.0,-11.0
Joe Jordan,-11.0,-11.0
Shawn Jordan,-5.6633167756266225,6.962312935377284
Ivan Jorge,-11.138495816932949,3.8658070596959835
Scott Jorgensen,-53.97775352969484,17.46357061361303
Gareth Joseph,-10.0,-10.0
Dwight Joseph,3.5332878179582847,3.5332878179582847
Jeff Joslin,-18.0,-8.0
Krzysztof Jotko,14.759520599123192,43.284674451861946
Alan Jouban,6.191050601982423,24.064283087119243
Charles Jourdain,-11.76457586102437,1.2677172542051167
Kevin Jousset,3.967548544157765,13.967548544157765
Mike Joy,-7.907195574870618,3.0928044251293816
